College_Name,Description,Logo
"Indira Gandhi Institute of Pharmaceutical Sciences, Bhubaneswar","Biju Patnaik University of Technology (BPUT) is a public state university located in Rourkela, Odisha, India. It was established on 21 November 2002 and named after Biju Patnaik, a former Chief Minister of Odisha.",https://img.studyclap.com/img/institute/logo/360c521030-igips-bhubaneswar.png
Hemchand Yadav Vishwavidyalaya,"Hemchand Yadav Vishwavidyalaya or Hemchand Yadav University, formerly Durg Vishwavidyalaya, is a state university in Durg, Chhattisgarh, India. It was established in 2015 and later renamed in 2018.",https://www.static-contents.youth4work.com/university/Documents/Colleges/collegeLogo/20200114142038.png?v=20200114142038
Institute of Advanced Management,"Dr. A.P.J. Abdul Kalam Technical University (AKTU), before 2015 known as the Uttar Pradesh Technical University (UPTU), is a public collegiate university in Lucknow, Uttar Pradesh, India.",https://iamhotelschool.ac.in/wp-content/uploads/2018/05/logo.png
Hemchandracharya North Gujarat University,"Hemchandracharya North Gujarat University (HNGU) is a public university in Patan, Gujarat, India. The geographical jurisdiction of the North Gujarat University encompasses five districts: Aravalli, Banaskantha, Mehsana, Patan and Sabarkantha.",https://universitykart.b-cdn.net/Content/upload/admin/a0sibbv5.as4.jpg
"Institute of Hotel Management Catering Technology and Applied Nutrition, Shillong","The Institute of Hotel Management, Catering Technology and Applied Nutrition (IHMCT&AN), generally known as the Institute of Hotel Management (IHM), is a multi-location public hospitality school in India. IHM is established by the Ministry of Tourism of the Government of India.",https://www.ihmct.in/wp-content/uploads/2021/02/cropped-ihmct-logo-300x300.jpeg
Heritage Institute of Technology,"Heritage Institute of Technology (HITK) is a private educational institute in the south of Kolkata, West Bengal, India. It is affiliated with Maulana Abul Kalam Azad University of Technology.",http://www.heritageit.edu/imagesHITK/HIT_Logo_New.jpg
Institute of Liver and Biliary Sciences,"The Institute of Liver and Biliary Sciences (ILBS) is a mono-superspeciality hospital for liver and biliary diseases located at New Delhi, India. It has been established by the Government of the National Capital Territory (NCT) of Delhi as an autonomous Institute, under the Societies Registration Act, 1860, at New Delhi with Shiv Kumar Sarin as its founding director.",https://gyaanarth.com/wp-content/uploads/2022/07/logo-15.jpg
Hidayatullah National Law University,"Hidayatullah National Law University (HNLU) is a public law school and a National Law University located in New Raipur, Chhattisgarh, India. It was named after the former Chief Justice of India, Mohammad Hidayatullah.",https://edurank.org/assets/img/uni-logos/hidayatullah-national-law-university-logo.png
"Government Law College, Kozhikode","The Government Law College, Kozhikode or Kozhikode Law College situated on the outskirts of Kozhikode, India, is owned by the Government of Kerala and affiliated to the University of Calicut. The college caters to the needs of the north Malabar region of Kerala.",https://glckozhikode.ac.in/wp-content/uploads/2022/05/translogo.png
Himalayan Institute of Technology,"Himalayan Institute of Technology - HIT Dehradun is a College located in Dehradun, Uttarakhand. It was established in 2001 and is affiliated to HNBG Central University & SDSU State University for Bachelor of Hotel Management, BBA, BCA, BSc Agriculture, BSc Forestry, BSc-IT, BCom, MSc-IT, MCom, MSc Agronomy, and other courses and degrees.",https://www.namastedehradun.com/wp-content/uploads/2019/06/HIT-Dehradun-Logo.jpg
Jalpaiguri Government Engineering College,"Jalpaiguri Government Engineering College, abbreviated as JGEC, is a premier public institute for quality technical education in India. Established on 7 August 1961, it is a fully autonomous government engineering college.",https://uploads.sarvgyan.com/2015/08/jalpaiguri-government-engineering-college-jalpaiguri.jpg
"Hindu College, Guntur","Hindu College (Guntur) was founded in 1930. It is located in Guntur City, India.",https://hcg.ac.in/images/logonew1new.png
Jawaharlal Nehru Government Engineering College,"Jawaharlal Nehru Government Engineering College, Sundernagar (JNGEC or GEC, Sundernagar) is a government-funded engineering institute run by the government of Himachal Pradesh, in Sundernagar, Mandi district. It is affiliated to Himachal Pradesh Technical University (HimTU) and is approved by AICTE(2006).",https://www.reviewadda.com/assets/uploads/college/logo/LOGO_8558.png
Hindustan College of Engineering,"Hindustan Institute of Technology and Science (HITS), formerly Hindustan College of Engineering, is a private deemed university headquartered in Chennai, India. It was founded in 1985 by K.C.G. Verghese and was conferred the ""University Status"" status from the University Grants Commission Under Section 3 of UGC Act 1956 from the academic year 2008-09 and under the name HITS (Hindustan Institute of Technology and Science).",https://1.bp.blogspot.com/-VmmofKydy14/TjpNGtViebI/AAAAAAAAA4E/bOqQkDjSa3o/s1600/HU%2BLogo%2B2nd%2BOption.jpg
Great Lakes Institute of Management,"The Great Lakes Institute of Management (also known as Great Lakes or GLIM) is a private business school in India. It was founded in 2004 by Bala V. Balachandran, a professor at Kellogg School of Management with its first campus in Chennai.",https://upload.wikimedia.org/wikipedia/commons/a/ab/Great_Lakes_Institute_of_Management_Logo.jpg?20141030133135
"Government Medical College, Kottayam","Government Medical College, Kottayam is a government medical college in Kerala, India. The campus is about 8 km (5.0 mi) north of Kottayam in Gandhinagar-Arpookkara area in Central Kerala.",https://collegekampus.com/wp-content/uploads/2020/06/Kottayammedical-1024x1024.jpg
Indira Gandhi Delhi Technical University For Women,"Indira Gandhi Delhi Technical University for Women (IGDTUW), is an all women's university located in Delhi, India on the heritage campus at Kashmere Gate, Delhi. It was founded as the Indira Gandhi Institute of Technology in 1998.",https://www.edarabia.com/wp-content/uploads/2018/09/indira-gandhi-delhi-technical-university-women-new-delhi-india.jpg
"Government Medical College, Kozhikode","Government Medical College, Kozhikode is a public medical college in Kozhikode, in the Indian state of Kerala. With over 3025 beds, it is currently the largest hospital in India and tenth largest in the world.",https://collegekampus.com/wp-content/uploads/2020/06/bg-masthead.jpg
Indira Gandhi Medical College,"Indira Gandhi Medical College and Hospital (IGMCH), formerly Himachal Pradesh Medical College, is a public medical college and hospital located in Snowdown area of Lakkar Bazaar, Shimla, Himachal Pradesh, India. == History == The college was established in 1966 as the Himachal Pradesh Medical College (HPMC), and assumed the present name in 1984.On 29 June 2013, Himachal Pradesh Health minister Kaul Singh Thakur said that Indira Gandhi Medical College (IGMC) would be upgraded on the analogy of All India Institute of Medical Sciences (AIIMS) under the Pradhan Mantri Swasthya Sewa Yojana, (PMSSY).",https://www.getmyuniversity.com/public/images/university_images/logo-indira-gandhi-medical-college-shimla.jpg
"Government Medical College, Latur","Vilasrao Deshmukh Government Medical college, Latur is a state Medical institution in Maharashtra, India. This college comprises various clinical and para/pre-clinical departments working alongside the General Hospitals.",https://www.getmyuniversity.com/images/university_images/logo-vilasrao-deshmukh-government-medical-college-latur.jpg
Jorhat Medical College,"Jorhat Medical College & Hospital (JMCH) is a medical college and hospital based in Jorhat, Assam, India. It is the fourth medical college in the state and it caters to the healthcare needs of more than 1.2 million people of the entire Jorhat district, the neighbouring districts of Golaghat, Sivasagar and Majuli as well as the patients from the neighbouring states of Nagaland and Arunachal Pradesh.",https://www.justmbbs.com/img/college/assam/jorhat-medical-college-%26-hospital-jorhat-logo.jpg
Institute of Aeronautical Engineering,Institute of Aeronautical Engineering (IARE) is a private engineering college in Hyderabad. The college offers post graduate (Masters) and undergraduate (Bachelors) courses in engineering and technology.,https://d2lk14jtvqry1q.cloudfront.net/media/large_218_7eaf73f573_e562060150.png
"Government Medical College, Srinagar","The Government Medical College, Srinagar (also known as GMC Srinagar) is a government medical college and hospital located in Srinagar, Jammu and Kashmir, India. It was established in 1959.",https://media.9curry.com/uploads/organization/image/723/gmc-srinagar.png
"Government Medical College, Thiruvananthapuram","The Government Medical College, Thiruvananthapuram, is a public medical college in Thiruvananthapuram, Kerala, India. Founded in 1951, it was inaugurated by Prime Minister Jawaharlal Nehru and is Kerala's first ever Medical College.",https://mdmsenquiry.com/wp-content/uploads/2022/12/GMC-Thiruvananthapuram.png
